Nr;ID;Name;Age;Nationality;Club;Club Logo;Value;Wage;Preferred Foot;Position;Height;Weight
13238;139317;J. Stead;35;England;Notts County;https://cdn.sofifa.org/teams/2/light/1937.png;€140K;€3K;;;;
13239;240437;A. Semprini;20;Italy;Brescia;https://cdn.sofifa.org/teams/2/light/190.png;€425K;€1K;;;;
13240;209462;R. Bingham;24;England;Hamilton Academical FC;https://cdn.sofifa.org/teams/2/light/184.png;€400K;€1K;;;;
13241;219702;K. Dankowski;21;Poland;Śląsk Wrocław;https://cdn.sofifa.org/teams/2/light/111092.png;€425K;€1K;;;;
13242;225590;I. Colman;23;Argentina;Club Atlético Aldosivi;https://cdn.sofifa.org/teams/2/light/111707.png;€450K;€2K;;;;
13243;233782;M. Feeney;19;England;Everton;https://cdn.sofifa.org/teams/2/light/7.png;€600K;€5K;;;;
13244;239158;R. Minor;30;Denmark;Hobro IK;https://cdn.sofifa.org/teams/2/light/112425.png;€230K;€2K;;;;
13245;242998;Klauss;21;Brazil;HJK Helsinki;https://cdn.sofifa.org/teams/2/light/100325.png;€425K;€1K;;;;
13246;244022;I. Sissoko;22;France;AS Béziers;https://cdn.sofifa.org/teams/2/light/113948.png;€425K;€2K;;;;
13247;189238;F. Hart;28;Austria;SV Mattersburg;https://cdn.sofifa.org/teams/2/light/1785.png;€240K;€3K;;;;
13248;211511;L. McCullough;24;Northern Ireland;Tranmere Rovers;https://cdn.sofifa.org/teams/2/light/15048.png;€375K;€2K;;;;
13249;224055;Li Yunqiu;27;China PR;Shanghai Greenland Shenhua FC;https://cdn.sofifa.org/teams/2/light/110955.png;€250K;€3K;;;;
13250;244535;F. Garcia;29;Paraguay;Itagüí Leones FC;https://cdn.sofifa.org/teams/2/light/112970.png;€300K;€1K;;;;
13251;134968;R. Haemhouts;34;Belgium;NAC Breda;https://cdn.sofifa.org/teams/2/light/1904.png;€150K;€2K;;;;
13252;225336;E. Binaku;22;Albania;Malmö FF;https://cdn.sofifa.org/teams/2/light/320.png;€375K;€1K;;;;
13253;171320;G. Miller;31;Scotland;Carlisle United;https://cdn.sofifa.org/teams/2/light/1480.png;€200K;€2K;;;;
13254;246328;A. Aidonis;17;Germany;VfB Stuttgart;https://cdn.sofifa.org/teams/2/light/36.png;€550K;€2K;;;;
13255;196921;L. Sowah;25;Germany;Hamilton Academical FC;https://cdn.sofifa.org/teams/2/light/184.png;€325K;€1K;;;;
13256;202809;R. Deacon;26;England;Dundee FC;https://cdn.sofifa.org/teams/2/light/180.png;€325K;€1K;;;;
13257;226617;Jang Hyun Soo;25;Korea Republic;Suwon Samsung Bluewings;https://cdn.sofifa.org/teams/2/light/983.png;€375K;€2K;;;;
13258;230713;A. Al Malki;23;Saudi Arabia;Al Wehda;https://cdn.sofifa.org/teams/2/light/112408.png;€350K;€3K;;;;
13259;234809;E. Guerrero;27;Chile;CD Palestino;https://cdn.sofifa.org/teams/2/light/111328.png;€300K;€1K;;;;
13260;246073;Hernáiz;20;Spain;Albacete BP;https://cdn.sofifa.org/teams/2/light/1854.png;€425K;€1K;;;;
13261;221498;H. Al Mansour;25;Saudi Arabia;Al Nassr;https://cdn.sofifa.org/teams/2/light/112139.png;€300K;€5K;;;;
13262;244026;H. Paul;24;Germany;TSV 1860 München;https://cdn.sofifa.org/teams/2/light/33.png;€325K;€1K;;;;
13263;244538;S. Bauer;25;Austria;FC Admira Wacker Mödling;https://cdn.sofifa.org/teams/2/light/111821.png;€325K;€2K;;;;
13264;201019;M. Chergui;29;France;Grenoble Foot 38;https://cdn.sofifa.org/teams/2/light/1805.png;€300K;€1K;;;;
13265;221499;D. Gardner;28;England;Oldham Athletic;https://cdn.sofifa.org/teams/2/light/1920.png;€300K;€3K;;;;
13266;237371;L. Bengtsson;20;Sweden;Hammarby IF;https://cdn.sofifa.org/teams/2/light/708.png;€525K;€1K;;;;
13267;242491;F. Jaramillo;22;Colombia;Itagüí Leones FC;https://cdn.sofifa.org/teams/2/light/112970.png;€450K;€1K;;;;
13268;153148;L. Garguła;37;Poland;Miedź Legnica;https://cdn.sofifa.org/teams/2/light/112505.png;€100K;€1K;;;;
13269;244540;S. Rivera;26;Colombia;Jaguares de Córdoba;https://cdn.sofifa.org/teams/2/light/112903.png;€375K;€1K;;;;
13270;245564;Vinicius;19;Brazil;Bologna;https://cdn.sofifa.org/teams/2/light/189.png;€525K;€1K;;;;
13271;213821;F. Sepúlveda;26;Chile;CD Antofagasta;https://cdn.sofifa.org/teams/2/light/112533.png;€290K;€1K;;;;
13272;240701;L. Spence;22;Scotland;Dundee FC;https://cdn.sofifa.org/teams/2/light/180.png;€450K;€1K;;;;
13273;242237;B. Lepistu;25;Estonia;Kristiansund BK;https://cdn.sofifa.org/teams/2/light/113459.png;€400K;€1K;;;;
13274;244029;A. Abruscia;27;Italy;TSV 1860 München;https://cdn.sofifa.org/teams/2/light/33.png;€325K;€2K;;;;
13275;244541;E. González;23;Venezuela;Boyacá Chicó FC;https://cdn.sofifa.org/teams/2/light/112019.png;€375K;€1K;;;;
13276;211006;M. Al Amri;26;Saudi Arabia;Al Raed;https://cdn.sofifa.org/teams/2/light/112392.png;€290K;€3K;;;;
13277;215102;J. Rebolledo;26;Chile;Deportes Iquique;https://cdn.sofifa.org/teams/2/light/112531.png;€325K;€1K;;;;
13278;246078;C. Mamengi;17;Netherlands;FC Utrecht;https://cdn.sofifa.org/teams/2/light/1903.png;€550K;€1K;;;;
13279;239679;P. Mazzocchi;22;Italy;Perugia;https://cdn.sofifa.org/teams/2/light/199.png;€350K;€1K;;;;
13280;244543;Y. Ammour;19;France;Montpellier HSC;https://cdn.sofifa.org/teams/2/light/70.png;€650K;€2K;;;;
13281;212800;Jwa Joon Hyeop;27;Korea Republic;Gyeongnam FC;https://cdn.sofifa.org/teams/2/light/111588.png;€300K;€1K;;;;
13282;231232;O. Marrufo;25;Mexico;Tiburones Rojos de Veracruz;https://cdn.sofifa.org/teams/2/light/110145.png;€375K;€2K;;;;
13283;232256;Han Pengfei;25;China PR;Guizhou Hengfeng FC;https://cdn.sofifa.org/teams/2/light/112977.png;€325K;€2K;;;;
13284;233280;Lee Min Gi;25;Korea Republic;Sangju Sangmu FC;https://cdn.sofifa.org/teams/2/light/2055.png;€325K;€1K;Left;LB;5'9;157lbs
13285;237888;C. Maloney;23;United States;Columbus Crew SC;https://cdn.sofifa.org/teams/2/light/687.png;€350K;€1K;Right;RB;5'6;146lbs
13286;213569;A. Taylor-Sinclair;27;Scotland;Motherwell;https://cdn.sofifa.org/teams/2/light/83.png;€280K;€1K;Left;LB;6'2;181lbs
13287;225089;R. Al Ebrahim;24;Saudi Arabia;Al Raed;https://cdn.sofifa.org/teams/2/light/112392.png;€425K;€3K;Right;LM;5'8;152lbs
13288;246081;B. Castrillon;19;Colombia;Independiente Medellín;https://cdn.sofifa.org/teams/2/light/101103.png;€650K;€1K;Right;RM;5'8;137lbs
13289;208194;Kim Kyung Jung;27;Korea Republic;Sangju Sangmu FC;https://cdn.sofifa.org/teams/2/light/2055.png;€325K;€1K;Right;LW;5'10;157lbs
13290;242242;S. Cibois;20;France;Paris Saint-Germain;https://cdn.sofifa.org/teams/2/light/73.png;€550K;€5K;Right;GK;6'4;181lbs
13291;243778;M. Hiller;21;Germany;TSV 1860 München;https://cdn.sofifa.org/teams/2/light/33.png;€325K;€1K;Right;GK;6'2;187lbs
13292;244034;D. Kopacz;19;Poland;VfB Stuttgart;https://cdn.sofifa.org/teams/2/light/36.png;€650K;€3K;Right;CAM;5'11;154lbs
13293;246594;H. Massengo;16;France;AS Monaco;https://cdn.sofifa.org/teams/2/light/69.png;€450K;€2K;Right;CDM;5'10;146lbs
13294;199235;Jo Jae Cheol;32;Korea Republic;Gyeongnam FC;https://cdn.sofifa.org/teams/2/light/111588.png;€230K;€1K;Right;CM;5'9;139lbs
13295;200259;M. Schimpelsberger;27;Austria;FC Wacker Innsbruck;https://cdn.sofifa.org/teams/2/light/2045.png;€250K;€2K;Right;RB;5'11;161lbs
13296;228419;M. Juel Andersen;20;Denmark;AC Horsens;https://cdn.sofifa.org/teams/2/light/1446.png;€450K;€1K;Right;CB;6'4;181lbs
13297;232515;F. Cobos;25;Argentina;Godoy Cruz;https://cdn.sofifa.org/teams/2/light/111706.png;€325K;€2K;Left;LB;5'10;183lbs
13298;233027;D. van der Heijden;21;Netherlands;Carpi;https://cdn.sofifa.org/teams/2/light/112409.png;€500K;€1K;Right;ST;6'4;165lbs
13299;241475;P. Soiri;23;Finland;FC Admira Wacker Mödling;https://cdn.sofifa.org/teams/2/light/111821.png;€425K;€2K;Right;RM;6'0;139lbs
13300;242755;J. Yeboah;18;Germany;VfL Wolfsburg;https://cdn.sofifa.org/teams/2/light/175.png;€675K;€3K;Left;LM;5'7;154lbs
13301;53827;M. Taylor;36;England;Swindon Town;https://cdn.sofifa.org/teams/2/light/1934.png;€30K;€2K;Left;CDM;5'10;161lbs
13302;224324;O. Zawada;22;Poland;Wisła Płock;https://cdn.sofifa.org/teams/2/light/1569.png;€400K;€1K;Right;ST;6'4;183lbs
13303;235076;L. Ndukwu;19;England;Leicester City;https://cdn.sofifa.org/teams/2/light/95.png;€650K;€5K;Left;RM;5'10;159lbs
13304;246340;M. Mudryk;17;Ukraine;Shakhtar Donetsk;https://cdn.sofifa.org/teams/2/light/101059.png;€650K;€1K;Right;CAM;5'9;134lbs
13305;224837;V. Belon;23;France;Racing Club de Lens;https://cdn.sofifa.org/teams/2/light/64.png;€290K;€1K;Right;GK;5'11;170lbs
13306;241477;Callejón;20;Spain;UD Almería;https://cdn.sofifa.org/teams/2/light/1861.png;€525K;€1K;Left;CM;6'0;150lbs
13307;207430;R. Edwards;24;Australia;St. Mirren;https://cdn.sofifa.org/teams/2/light/100805.png;€375K;€1K;Right;LM;5'9;161lbs
13308;209222;A. Khrees;27;Saudi Arabia;Al Faisaly;https://cdn.sofifa.org/teams/2/light/112389.png;€250K;€4K;Right;RB;5'10;161lbs
13309;238918;O. Hawsawi;24;Saudi Arabia;Ohod Club;https://cdn.sofifa.org/teams/2/light/113219.png;€325K;€3K;Left;RB;5'10;172lbs
13310;239174;M. Owusu;23;Germany;SG Sonnenhof Großaspach;https://cdn.sofifa.org/teams/2/light/111379.png;€425K;€1K;Right;RM;6'3;170lbs
13311;233543;L. Hurtado;23;Colombia;Rionegro Águilas;https://cdn.sofifa.org/teams/2/light/112578.png;€425K;€1K;Right;RM;5'10;168lbs
13312;238407;F. Ibargüen;24;Colombia;Rionegro Águilas;https://cdn.sofifa.org/teams/2/light/112578.png;€375K;€1K;Right;CB;6'0;170lbs
13313;219720;A. Boniotti;23;Italy;Brescia;https://cdn.sofifa.org/teams/2/light/190.png;€350K;€1K;Right;RB;5'10;159lbs
13314;232776;Y. Kobayashi;32;Japan;Sagan Tosu;https://cdn.sofifa.org/teams/2/light/113160.png;€170K;€1K;Right;RB;5'9;159lbs
13315;235080;A. Porcino;23;Italy;Livorno;https://cdn.sofifa.org/teams/2/light/1844.png;€400K;€1K;Left;LB;5'9;157lbs
13316;155977;G. MacKenzie;32;Scotland;St. Mirren;https://cdn.sofifa.org/teams/2/light/100805.png;€170K;€2K;Right;CB;6'3;183lbs
13317;227913;Pedro López;21;Spain;CD Lugo;https://cdn.sofifa.org/teams/2/light/110831.png;€450K;€1K;Right;CB;5'10;154lbs
13318;231753;J. Livolant;20;France;La Berrichonne de Châteauroux;https://cdn.sofifa.org/teams/2/light/212.png;€575K;€3K;Right;CAM;5'9;154lbs
13319;167497;D. Avdić;29;Sweden;AIK;https://cdn.sofifa.org/teams/2/light/433.png;€290K;€2K;Right;CM;6'4;203lbs
13320;222282;Zhu Baojie;28;China PR;Beijing Renhe FC;https://cdn.sofifa.org/teams/2/light/112537.png;€300K;€3K;Right;LM;5'9;143lbs
13321;199499;P. Mingoia;26;England;Accrington Stanley;https://cdn.sofifa.org/teams/2/light/110313.png;€325K;€1K;Right;RM;5'7;154lbs
13322;216395;J. Hernández;23;Mexico;Club Necaxa;https://cdn.sofifa.org/teams/2/light/101121.png;€375K;€2K;Right;RM;5'7;143lbs
13323;236875;A. Poulsen;18;Denmark;Borussia Mönchengladbach;https://cdn.sofifa.org/teams/2/light/23.png;€550K;€2K;Left;LB;6'2;176lbs
13324;196940;C. Butcher;27;England;Mansfield Town;https://cdn.sofifa.org/teams/2/light/1940.png;€350K;€4K;Right;CM;6'2;183lbs
13325;210508;S. Antonio;23;Switzerland;FC Basel 1893;https://cdn.sofifa.org/teams/2/light/896.png;€325K;€3K;Right;GK;6'1;172lbs
13326;211276;D. Santa;26;Colombia;Alianza Petrolera;https://cdn.sofifa.org/teams/2/light/112579.png;€300K;€1K;Right;CDM;5'9;159lbs
13327;242764;H. Ishige;23;Japan;Shimizu S-Pulse;https://cdn.sofifa.org/teams/2/light/101149.png;€400K;€1K;Right;LM;5'7;152lbs
13328;189772;M. Woolford;32;England;Grimsby Town;https://cdn.sofifa.org/teams/2/light/92.png;€240K;€2K;Left;LM;6'0;163lbs
13329;212045;C. Højer Nielsen;23;Denmark;Aarhus GF;https://cdn.sofifa.org/teams/2/light/271.png;€350K;€2K;Left;LB;6'0;170lbs
13330;223821;Yeo Seong Hae;30;Korea Republic;Gyeongnam FC;https://cdn.sofifa.org/teams/2/light/111588.png;€230K;€1K;Right;CB;6'1;179lbs
13331;243021;E. Ortega;21;Mexico;Club Atlas;https://cdn.sofifa.org/teams/2/light/101114.png;€475K;€3K;Right;CM;5'9;134lbs
13332;239182;M. Fritz;24;Germany;SC Fortuna Köln;https://cdn.sofifa.org/teams/2/light/110169.png;€325K;€1K;Right;LB;6'4;185lbs
13333;242254;E. Valla Dønnem;27;Norway;Ranheim Fotball;https://cdn.sofifa.org/teams/2/light/112200.png;€260K;€1K;Right;CM;6'0;176lbs
13334;239951;G. Asís;22;Argentina;Independiente;https://cdn.sofifa.org/teams/2/light/110093.png;€450K;€3K;Right;RB;5'9;143lbs
13335;244047;L. Abdulahi;22;Netherlands;De Graafschap;https://cdn.sofifa.org/teams/2/light/635.png;€450K;€1K;Right;CM;5'10;132lbs
13336;212560;N. Townsend;23;England;Newport County;https://cdn.sofifa.org/teams/2/light/112254.png;€325K;€1K;Right;GK;5'11;176lbs
13337;216656;J. Sinclair;21;England;Sunderland;https://cdn.sofifa.org/teams/2/light/106.png;€525K;€7K;Right;ST;5'11;174lbs
13338;235600;B. Al Mutairi;28;Saudi Arabia;Al Batin;https://cdn.sofifa.org/teams/2/light/112990.png;€240K;€3K;Left;LB;5'6;110lbs
13339;241488;Sillero;20;Spain;Athletic Club de Bilbao;https://cdn.sofifa.org/teams/2/light/448.png;€475K;€2K;Right;RB;5'9;174lbs
13340;242512;A. Gryszkiewicz;18;Poland;Górnik Zabrze;https://cdn.sofifa.org/teams/2/light/420.png;€475K;€1K;Left;LB;6'1;179lbs
13341;242257;Jon Bakero;21;Spain;Toronto FC;https://cdn.sofifa.org/teams/2/light/111651.png;€425K;€1K;Right;CF;6'3;165lbs
13342;191569;Gao Di;28;China PR;Shanghai Greenland Shenhua FC;https://cdn.sofifa.org/teams/2/light/110955.png;€325K;€3K;Right;ST;5'10;165lbs
13343;203090;R. Charles-Cook;24;England;SønderjyskE;https://cdn.sofifa.org/teams/2/light/1447.png;€270K;€2K;Right;GK;6'1;176lbs
13344;212818;Kim Do Hyung;27;Korea Republic;Pohang Steelers;https://cdn.sofifa.org/teams/2/light/1474.png;€325K;€2K;Right;RM;5'11;154lbs
13345;220498;D. Mazzocco;22;Italy;Padova;https://cdn.sofifa.org/teams/2/light/110912.png;€400K;€1K;Right;CM;6'1;179lbs
13346;236626;J. Koutroumbis;20;Australia;Newcastle Jets;https://cdn.sofifa.org/teams/2/light/111398.png;€425K;€1K;Right;CB;6'0;161lbs
13347;237650;J. Pretel;23;Colombia;Patriotas Boyacá FC;https://cdn.sofifa.org/teams/2/light/112527.png;€350K;€1K;Right;RB;5'9;159lbs
13348;245586;Guerrero;20;Spain;CF Reus Deportiu;https://cdn.sofifa.org/teams/2/light/110854.png;€375K;€1K;Left;LB;5'9;163lbs
13349;211283;K. Nowak;23;Poland;Górnik Zabrze;https://cdn.sofifa.org/teams/2/light/420.png;€400K;€1K;Right;RM;5'9;152lbs
13350;236627;J. Kade;19;Germany;Hertha BSC;https://cdn.sofifa.org/teams/2/light/166.png;€650K;€2K;Left;CAM;5'11;148lbs
13351;225364;W. Miller;22;England;Burton Albion;https://cdn.sofifa.org/teams/2/light/15015.png;€475K;€2K;Right;LM;5'6;146lbs
13352;242260;B. Šerbečić;20;Bosnia Herzegovina;Rosenborg BK;https://cdn.sofifa.org/teams/2/light/298.png;€600K;€1K;Right;CB;6'4;176lbs
13353;244308;G. Fuentes;21;Colombia;Junior FC;https://cdn.sofifa.org/teams/2/light/101101.png;€400K;€1K;Left;LB;5'11;163lbs
13354;184148;J. Coppens;27;Belgium;FC Carl Zeiss Jena;https://cdn.sofifa.org/teams/2/light/110591.png;€250K;€1K;Left;GK;6'3;176lbs
13355;206165;L. Maniero;23;Italy;Cittadella;https://cdn.sofifa.org/teams/2/light/111993.png;€300K;€1K;Right;GK;6'2;196lbs
13356;238165;S. Antonijevic;29;United States;Lillestrøm SK;https://cdn.sofifa.org/teams/2/light/299.png;€240K;€1K;Left;CB;6'6;194lbs
13357;246613;J. Zwarts;19;Netherlands;Feyenoord;https://cdn.sofifa.org/teams/2/light/246.png;€650K;€1K;Left;ST;6'1;163lbs
13358;222294;Sun Shilin;29;China PR;Shanghai Greenland Shenhua FC;https://cdn.sofifa.org/teams/2/light/110955.png;€240K;€3K;Right;RDM;5'10;159lbs
13359;237654;L. Rodríguez;23;Colombia;Envigado FC;https://cdn.sofifa.org/teams/2/light/112526.png;€350K;€1K;Right;CB;6'0;154lbs
13360;244822;R. Fergonzi;29;Argentina;Patriotas Boyacá FC;https://cdn.sofifa.org/teams/2/light/112527.png;€300K;€1K;Right;ST;5'10;172lbs
13361;225623;M. Makasi;22;England;West Ham United;https://cdn.sofifa.org/teams/2/light/19.png;€425K;€10K;Right;CM;5'11;159lbs
13362;232023;A. Pelvas;29;Finland;HJK Helsinki;https://cdn.sofifa.org/teams/2/light/100325.png;€300K;€1K;Left;ST;5'11;170lbs
13363;235607;T. Rocha;24;United States;Orlando City SC;https://cdn.sofifa.org/teams/2/light/112606.png;€350K;€1K;Right;LB;5'9;165lbs
13364;237143;H. Suárez;24;Colombia;Atlético Huila;https://cdn.sofifa.org/teams/2/light/112528.png;€375K;€1K;Right;CDM;5'7;146lbs
13365;245079;A. Oviedo;22;Paraguay;Newell's Old Boys;https://cdn.sofifa.org/teams/2/light/110396.png;€425K;€3K;Right;ST;5'11;154lbs
13366;240216;M. Carraro;20;Italy;Foggia;https://cdn.sofifa.org/teams/2/light/110911.png;€650K;€1K;Left;CDM;6'2;163lbs
13367;243032;Hugo Duro;18;Spain;Getafe CF;https://cdn.sofifa.org/teams/2/light/1860.png;€550K;€2K;Left;ST;5'11;165lbs
13368;182360;Cao Yang;36;China PR;Tianjin TEDA FC;https://cdn.sofifa.org/teams/2/light/111774.png;€40K;€2K;Left;RCB;6'2;176lbs
13369;210009;K. McHattie;24;Scotland;Derry City;https://cdn.sofifa.org/teams/2/light/445.png;€350K;€1K;Left;LB;5'11;161lbs
13370;226393;N. Pelaitay;25;Argentina;San Martín de San Juan;https://cdn.sofifa.org/teams/2/light/111713.png;€350K;€2K;Right;CDM;5'6;163lbs
13371;244569;U. Torres;20;Mexico;Club América;https://cdn.sofifa.org/teams/2/light/1879.png;€450K;€6K;Left;LB;5'9;141lbs
13372;246617;Javi Mier;19;Spain;Real Oviedo;https://cdn.sofifa.org/teams/2/light/110827.png;€650K;€1K;Right;CAM;5'9;143lbs
13373;192857;D. Facchin;31;Italy;Venezia FC;https://cdn.sofifa.org/teams/2/light/205.png;€180K;€1K;Right;GK;6'2;179lbs
13374;206170;J. Turnbull;23;England;Northampton Town;https://cdn.sofifa.org/teams/2/light/1930.png;€375K;€2K;Left;CB;6'1;159lbs
13375;227418;J. Manns;22;Sweden;IF Elfsborg;https://cdn.sofifa.org/teams/2/light/700.png;€300K;€1K;Right;RB;5'9;163lbs
13376;234586;D. Al Qarni;29;Saudi Arabia;Al Fayha;https://cdn.sofifa.org/teams/2/light/113057.png;€240K;€4K;Right;LCM;5'6;152lbs
13377;239706;D. Erdoğan;21;Turkey;LASK Linz;https://cdn.sofifa.org/teams/2/light/252.png;€525K;€2K;Right;CM;6'0;174lbs
13378;198491;J. Eiswohld;28;Sweden;IK Sirius;https://cdn.sofifa.org/teams/2/light/113458.png;€280K;€1K;Right;RCB;6'1;163lbs
13379;202075;K. Sarkodie;27;United States;Trelleborgs FF;https://cdn.sofifa.org/teams/2/light/703.png;€280K;€1K;Right;RB;5'9;165lbs
13380;213339;B. Garmston;24;Republic of Ireland;Gillingham;https://cdn.sofifa.org/teams/2/light/1802.png;€300K;€1K;Left;LB;5'10;152lbs
13381;215131;M. Cubillos;22;Chile;Deportes Iquique;https://cdn.sofifa.org/teams/2/light/112531.png;€425K;€1K;Right;RW;5'9;148lbs
13382;216155;H. Cornick;23;England;Luton Town;https://cdn.sofifa.org/teams/2/light/1923.png;€450K;€2K;Right;RS;5'11;185lbs
13383;223579;Ernest Forgás;24;Spain;CF Reus Deportiu;https://cdn.sofifa.org/teams/2/light/110854.png;€400K;€2K;Right;ST;6'2;161lbs
13384;239451;K. Appin;20;France;KSV Cercle Brugge;https://cdn.sofifa.org/teams/2/light/1750.png;€525K;€2K;Right;RW;5'10;157lbs
13385;245595;Abenza;22;Spain;UD Almería;https://cdn.sofifa.org/teams/2/light/1861.png;€425K;€1K;Right;CM;6'0;165lbs
13386;204892;D. Schütz;27;Austria;SKN St. Pölten;https://cdn.sofifa.org/teams/2/light/112075.png;€325K;€3K;Right;LM;5'7;146lbs
13387;208988;H. Shaian;29;Saudi Arabia;Al Taawoun;https://cdn.sofifa.org/teams/2/light/112393.png;€200K;€3K;Right;GK;6'3;174lbs
13388;221788;Yun Sang Ho;26;Korea Republic;Incheon United FC;https://cdn.sofifa.org/teams/2/light/110765.png;€350K;€1K;Left;CM;5'10;141lbs
13389;173660;P. Caddis;30;Scotland;Bradford City;https://cdn.sofifa.org/teams/2/light/1804.png;€220K;€2K;Right;RB;5'7;148lbs
13390;239452;I. Diallo;19;France;Stade Brestois 29;https://cdn.sofifa.org/teams/2/light/378.png;€650K;€1K;Left;CM;5'10;150lbs
13391;202333;M. Sak;28;Turkey;MKE Ankaragücü;https://cdn.sofifa.org/teams/2/light/101007.png;€300K;€4K;Right;CM;6'0;159lbs
13392;222045;C. Halkett;23;Scotland;Livingston FC;https://cdn.sofifa.org/teams/2/light/621.png;€375K;€1K;Left;CB;6'0;165lbs
13393;228701;S. Al Masrahi;31;Saudi Arabia;Al Batin;https://cdn.sofifa.org/teams/2/light/112990.png;€200K;€3K;Right;CB;6'1;192lbs
13394;231005;C. Ogbene;21;Republic of Ireland;Exeter City;https://cdn.sofifa.org/teams/2/light/143.png;€500K;€5K;Right;LM;5'9;165lbs
13395;240221;C. Cisternas;32;Chile;Curicó Unido;https://cdn.sofifa.org/teams/2/light/112655.png;€230K;€1K;Right;CM;5'9;165lbs
13396;237918;D. Sugimoto;24;Japan;Yokohama F. Marinos;https://cdn.sofifa.org/teams/2/light/101151.png;€280K;€1K;Right;GK;6'2;183lbs
13397;244318;L. Lapoussin;22;France;Red Star FC;https://cdn.sofifa.org/teams/2/light/111273.png;€375K;€1K;Right;CDM;5'11;168lbs
13398;242015;Nam Seung Woo;26;Korea Republic;Gangwon FC;https://cdn.sofifa.org/teams/2/light/112115.png;€375K;€1K;Right;CAM;5'10;176lbs
13399;243807;C. Sibbald;23;Scotland;Livingston FC;https://cdn.sofifa.org/teams/2/light/621.png;€425K;€1K;Right;CAM;5'7;154lbs
13400;244575;A. Sánchez;19;Mexico;Cruz Azul;https://cdn.sofifa.org/teams/2/light/1878.png;€450K;€2K;Right;CB;6'0;176lbs
13401;191327;Y. Tasaka;32;Japan;Kawasaki Frontale;https://cdn.sofifa.org/teams/2/light/111730.png;€170K;€2K;Right;RB;5'9;152lbs
13402;240992;N. Estévez;22;Argentina;Estudiantes de La Plata;https://cdn.sofifa.org/teams/2/light/101083.png;€450K;€3K;Right;RM;6'0;163lbs
13403;238689;T. Siedschlag;30;Germany;Holstein Kiel;https://cdn.sofifa.org/teams/2/light/576.png;€280K;€2K;Right;CM;5'11;179lbs
13404;244321;D. Mullen;23;Scotland;St. Mirren;https://cdn.sofifa.org/teams/2/light/100805.png;€400K;€2K;Right;ST;5'10;139lbs
13405;189281;C. Clements;28;England;Cheltenham Town;https://cdn.sofifa.org/teams/2/light/1936.png;€300K;€3K;Right;CM;5'9;146lbs
13406;235618;K. Wilson;18;England;Walsall;https://cdn.sofifa.org/teams/2/light/1803.png;€425K;€2K;Right;RB;5'10;157lbs
13407;239458;B. Kraev;21;Bulgaria;FC Midtjylland;https://cdn.sofifa.org/teams/2/light/1516.png;€425K;€3K;Right;CAM;6'1;154lbs
13408;241250;F. Baise;38;Hong Kong;Guizhou Hengfeng FC;https://cdn.sofifa.org/teams/2/light/112977.png;€40K;€2K;Right;CB;5'8;159lbs
13409;242018;D. Grubb;26;England;Forest Green Rovers;https://cdn.sofifa.org/teams/2/light/561.png;€325K;€3K;Right;LM;6'0;181lbs
13410;211299;K. Roos;26;Netherlands;Derby County;https://cdn.sofifa.org/teams/2/light/91.png;€270K;€5K;Right;GK;6'5;198lbs
13411;241251;Longchang Lin;28;China PR;Guizhou Hengfeng FC;https://cdn.sofifa.org/teams/2/light/112977.png;€250K;€3K;Right;RCB;6'2;181lbs
13412;242275;A. Mosquera;30;Colombia;La Equidad;https://cdn.sofifa.org/teams/2/light/112523.png;€290K;€1K;Right;ST;6'2;181lbs
13413;191331;T. Yokoyama;33;Japan;Hokkaido Consadole Sapporo;https://cdn.sofifa.org/teams/2/light/112444.png;€120K;€1K;Right;CB;6'0;165lbs
13414;244836;J. Segre;21;Italy;Venezia FC;https://cdn.sofifa.org/teams/2/light/205.png;€475K;€5K;Right;CM;6'1;165lbs
13415;194148;M. O'Brien;25;Republic of Ireland;Newport County;https://cdn.sofifa.org/teams/2/light/112254.png;€325K;€2K;Right;CB;5'11;170lbs
13416;213093;J. Clisby;26;Australia;Central Coast Mariners;https://cdn.sofifa.org/teams/2/light/111396.png;€300K;€1K;Left;LB;5'11;159lbs
13417;225125;H. Anderson;21;England;Lincoln City;https://cdn.sofifa.org/teams/2/light/149.png;€525K;€3K;Right;RM;5'10;157lbs
13418;240997;Kike;18;Spain;Rayo Vallecano;https://cdn.sofifa.org/teams/2/light/480.png;€400K;€1K;Right;CB;6'3;168lbs
13419;241765;C. Akas;24;Nigeria;Kalmar FF;https://cdn.sofifa.org/teams/2/light/1439.png;€350K;€1K;Left;LB;6'2;198lbs
13420;192101;M. Thorbjörnsson;30;Sweden;Dalkurd FF;https://cdn.sofifa.org/teams/2/light/113876.png;€230K;€1K;Left;LCB;6'2;176lbs
13421;210790;A. Al Zubaidi;25;Saudi Arabia;Al Raed;https://cdn.sofifa.org/teams/2/light/112392.png;€325K;€5K;Right;RB;6'0;172lbs
13422;211814;M. Kühne;30;Germany;FC Carl Zeiss Jena;https://cdn.sofifa.org/teams/2/light/110591.png;€220K;€1K;Right;RB;5'10;172lbs
13423;222566;T. Majrashi;27;Saudi Arabia;Ohod Club;https://cdn.sofifa.org/teams/2/light/113219.png;€325K;€4K;Right;RM;5'7;126lbs
13424;228454;M. Ofkir;21;Norway;Sandefjord Fotball;https://cdn.sofifa.org/teams/2/light/1757.png;€450K;€1K;Right;RM;5'10;157lbs
